id,title,description_book,description_source_type,description_source_url
4491,Beginnings - The Gunslinger Born,"Enter once more the world of Roland Deschain—and the world of the Dark Tower...now presented in a stunning graphic novel form that will unlock the doorways to terrifying secrets and bold storytelling as part of the dark fantasy masterwork and magnum opus from #1 New York Times bestselling author Stephen King. “The man in black fled across the desert, and the gunslinger followed.” With these unforgettable words, millions of readers were introduced to Stephen King’s iconic character Roland Deschain of Gilead. Roland is the last of his kind, a “gunslinger” charged with protecting whatever goodness and light remains in his world—a world that “moved on,” as they say. In this desolate reality—a dangerous land filled with ancient technology and deadly magic, and yet one that mirrors our own in frightening ways—Roland is on a spellbinding and soul-shattering quest to locate and somehow save the mystical nexus of all worlds, all universes: the Dark Tower. Now, in the graphic novel series Stephen King’s The Dark Tower: Beginnings, originally published by Marvel Comics in single-issue form and creatively overseen by Stephen King himself, the full story of Roland's troubled past and coming-of-age is revealed. Sumptuously drawn by Jae Lee and Richard Isanove, plotted by longtime Stephen King expert Robin Furth, and scripted by New York Times bestselling author Peter David, Beginnings is an extraordinary and terrifying journey into Roland’s origins—ultimately serving as the perfect introduction for new readers to Stephen King’s modern literary classic The Dark Tower, while giving longtime fans thrilling adventures merely hinted at in his blockbuster novels. This boxed set includes the complete graphic novel series BEGINNINGS: THE GUNSLINGER BORN * THE LONG ROAD HOME * TREACHERY * THE FALL OF GILEAD * THE BATTLE OF JERICHO HILL",google_books,http://books.google.nl/books?id=J2iVuAEACAAJ&dq=intitle:Beginnings+-+The+Gunslinger+Born+inauthor:Robin+Furth&hl=&source=gbs_api
4761,The Gunslinger - Last Shots,"A BOLD NEW CHAPTER IN STEPHEN KING'S THE DARK TOWER SAGA! Twelve years have passed since the fateful Battle of Jericho Hill and the fall of the gunslingers. Since the Affiliation's resistance against John Farson became little more than a faint memory. Since the friends that stood by young Roland Deschain burned to ash in the Good Man's razing of Gilead. But Roland survived...and now he stalks the desert, hunting the spectral Man in Black in his quest for the Dark Tower. Join Robin Furth, Peter David and Richard Isanove as they welcome superstar artist Sean Phillips (INCOGNITO) into the ka-tet of creators entrusted by Stephen King himself to bring the adult adventures of his most personal creation to life! COLLECTING: Dark Tower: The Gunslinger #1-5",google_books,http://books.google.nl/books?id=Tsz8zAEACAAJ&dq=intitle:The+Gunslinger+-+Last+Shots+inauthor:Robin+Furth&hl=&source=gbs_api
4765,The Gunslinger - The Journey Begins,"A BOLD NEW CHAPTER IN STEPHEN KING'S THE DARK TOWER SAGA! Twelve years have passed since the fateful Battle of Jericho Hill and the fall of the gunslingers. Since the Affiliation's resistance against John Farson became little more than a faint memory. Since the friends that stood by young Roland Deschain burned to ash in the Good Man's razing of Gilead. But Roland survived...and now he stalks the desert, hunting the spectral Man in Black in his quest for the Dark Tower. Join Robin Furth, Peter David and Richard Isanove as they welcome superstar artist Sean Phillips (INCOGNITO) into the ka-tet of creators entrusted by Stephen King himself to bring the adult adventures of his most personal creation to life! COLLECTING: Dark Tower: The Gunslinger #1-5",google_books,http://books.google.nl/books?id=Tsz8zAEACAAJ&dq=intitle:The+Gunslinger+-+The+Journey+Begins+inauthor:Robin+Furth&hl=&source=gbs_api
4767,The Gunslinger - The Man in Black,"A BOLD NEW CHAPTER IN STEPHEN KING'S THE DARK TOWER SAGA! Twelve years have passed since the fateful Battle of Jericho Hill and the fall of the gunslingers. Since the Affiliation's resistance against John Farson became little more than a faint memory. Since the friends that stood by young Roland Deschain burned to ash in the Good Man's razing of Gilead. But Roland survived...and now he stalks the desert, hunting the spectral Man in Black in his quest for the Dark Tower. Join Robin Furth, Peter David and Richard Isanove as they welcome superstar artist Sean Phillips (INCOGNITO) into the ka-tet of creators entrusted by Stephen King himself to bring the adult adventures of his most personal creation to life! COLLECTING: Dark Tower: The Gunslinger #1-5",google_books,http://books.google.nl/books?id=Tsz8zAEACAAJ&dq=intitle:The+Gunslinger+-+The+Man+in+Black+inauthor:Robin+Furth&hl=&source=gbs_api
5480,Challenger Deep,"A captivating novel about mental illness that lingers long beyond the last page, Challenger Deep is a heartfelt tour de force by New York Times bestselling author Neal Shusterman.

Caden Bosch is on a ship that's headed for the deepest point on Earth: Challenger Deep, the southern part of the Marianas Trench.
Caden Bosch is a brilliant high school student whose friends are starting to notice his odd behavior.
Caden Bosch is designated the ship's artist in residence to document the journey with images.
Caden Bosch pretends to join the school track team but spends his days walking for miles, absorbed by the thoughts in his head.
Caden Bosch is split between his allegiance to the captain and the allure of mutiny.
Caden Bosch is torn.

Challenger Deep is a deeply powerful and personal novel from one of today's most admired writers for teens. Laurie Halse Anderson, award-winning author of Speak, calls Challenger Deep ""a brilliant journey across the dark sea of the mind; frightening, sensitive, and powerful. Simply extraordinary.""",openlibrary,https://openlibrary.org/works/OL17728819W
5525,El abismo,"A captivating novel about mental illness that lingers long beyond the last page, Challenger Deep is a heartfelt tour de force by New York Times bestselling author Neal Shusterman.

Caden Bosch is on a ship that's headed for the deepest point on Earth: Challenger Deep, the southern part of the Marianas Trench.
Caden Bosch is a brilliant high school student whose friends are starting to notice his odd behavior.
Caden Bosch is designated the ship's artist in residence to document the journey with images.
Caden Bosch pretends to join the school track team but spends his days walking for miles, absorbed by the thoughts in his head.
Caden Bosch is split between his allegiance to the captain and the allure of mutiny.
Caden Bosch is torn.

Challenger Deep is a deeply powerful and personal novel from one of today's most admired writers for teens. Laurie Halse Anderson, award-winning author of Speak, calls Challenger Deep ""a brilliant journey across the dark sea of the mind; frightening, sensitive, and powerful. Simply extraordinary.""",openlibrary,https://openlibrary.org/works/OL17728819W
6381,Thoughts of a Corpse,"**Leaves of Grass** is a poetry collection by American poet Walt Whitman. First published in 1855, Whitman spent most of his professional life writing and rewriting *Leaves of Grass*, revising it multiple times until his death. There have been held to be either six or nine individual editions of Leaves of Grass, the count varying depending on how they are distinguished.[2] This resulted in vastly different editions over four decades—the first edition being a small book of twelve poems, and the last, a compilation of over 400. 

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Leaves_of_Grass))",openlibrary,https://openlibrary.org/works/OL16333W
7298,My Bed is not for Sleeping,"**Leaves of Grass** is a poetry collection by American poet Walt Whitman. First published in 1855, Whitman spent most of his professional life writing and rewriting *Leaves of Grass*, revising it multiple times until his death. There have been held to be either six or nine individual editions of Leaves of Grass, the count varying depending on how they are distinguished.[2] This resulted in vastly different editions over four decades—the first edition being a small book of twelve poems, and the last, a compilation of over 400. 

(Source: [Wikipedia](https://en.wikipedia.org/wiki/Leaves_of_Grass))",openlibrary,https://openlibrary.org/works/OL16333W
6553,Giordano Bruno — All works,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=ZNkIwwEACAAJ&dq=intitle:All+works+inauthor:Giordano+Bruno&hl=&source=gbs_api
14610,Du vieux vin dans des bouteilles neuves,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=gJSNwgEACAAJ&dq=intitle:Du+vieux+vin+dans+des+bouteilles+neuves+inauthor:Fr%C3%A9d%C3%A9ric+Davidson&hl=&source=gbs_api
14791,Siona à Paris,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=i7NkwwEACAAJ&dq=intitle:Siona+%C3%A0+Paris+inauthor:Myriam+Harry&hl=&source=gbs_api
14913,Dialogues de guerre.,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=IoxruwEACAAJ&dq=intitle:Dialogues+de+guerre.+inauthor:Henri+Lavedan&hl=&source=gbs_api
14948,Le pangermanisme,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=3V9owwEACAAJ&dq=intitle:Le+pangermanisme+inauthor:Hippolyte+Loiseau&hl=&source=gbs_api
15029,L’évolution belliqueuse de Guillaume II,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=YU2OxAEACAAJ&dq=intitle:L%E2%80%99%C3%A9volution+belliqueuse+de+Guillaume+II+inauthor:Maurice+Muret&hl=&source=gbs_api
16441,Korean Tales,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it. This work was reproduced from the original artifact, and remains as true to the original work as possible. Therefore, you will see the original copyright references, library stamps (as most of these works have been housed in our most important libraries around the world), and other notations in the work. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. As a reproduction of a historical artifact, this work may contain missing or blurred pages, poor pictures, errant marks, etc. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=YEo_swEACAAJ&dq=intitle:Korean+Tales+inauthor:Melvin+B.+Voorhees&hl=&source=gbs_api
6699,Remarks on Several Parts of Italy (1705; revised 1718),"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=HkYwvQEACAAJ&dq=intitle:Remarks+on+Several+Parts+of+Italy+inauthor:Joseph+Addison&hl=&source=gbs_api
10763,The General Masses,"This work has been selected by scholars as being culturally important and is part of the knowledge base of civilization as we know it. This work is in the public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work. Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. To ensure a quality reading experience, this work has been proofread and republished using a format that seamlessly blends the original graphical elements with text in an easy-to-read typeface. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant.",google_books,http://books.google.nl/books?id=AD27vQEACAAJ&dq=intitle:The+General+Masses+inauthor:Anonymous&hl=&source=gbs_api
6781,Bao wei Xianggang guan hua,"Tells the story of 108 legendary heroes at the end of the Song Dynasty, who fought for justice for the poor.",openlibrary,https://openlibrary.org/works/OL7910140W
6915,Si shui de yi lun : fan song Zhong yun dong she ying ji,"Tells the story of 108 legendary heroes at the end of the Song Dynasty, who fought for justice for the poor.",openlibrary,https://openlibrary.org/works/OL7910140W
6787,"Sheng yu luan shi, you zhong ze ren","The Art of War is an ancient Chinese military treatise dating from the Late Spring and Autumn Period. The work, which is attributed to the ancient Chinese military strategist Sun Tzu",openlibrary,https://openlibrary.org/works/OL244537W
6789,"Xin, Taiwan de zhu zhang","The Art of War is an ancient Chinese military treatise dating from the Late Spring and Autumn Period. The work, which is attributed to the ancient Chinese military strategist Sun Tzu",openlibrary,https://openlibrary.org/works/OL244537W
6845,Xianggang zheng zhi can yu xin xing tai,"""Within ancient Chinese, a sole character possesses a broad, and sometimes contradictory, range of meanings. Moreover, the Tao Te Ching is rife with terms and expressions that have no exact counterpart in English. So while the Tao Te Ching ranks behind only the Bible as the most widely translated book in the world, it remains one of the least understood."".

""Jonathan Star's Tao Te Ching: The Definitive Edition helps remedy this situation. The distinction of this new edition is that it supplies readers with the first comprehensive verbatim translation, which can be used to explore the multiple meanings contained in the Chinese characters. This unique tool gives readers direct access to the text and a way to understand the different interpretations put forth by modern-day translators.

Perhaps most important, the verbatim translation gives each reader the ability to penetrate the inner meaning of the text and come up with his or her own personal interpretation.""--BOOK JACKET.",openlibrary,https://openlibrary.org/works/OL45499W
7005,Xianggang zen me le?,"""Within ancient Chinese, a sole character possesses a broad, and sometimes contradictory, range of meanings. Moreover, the Tao Te Ching is rife with terms and expressions that have no exact counterpart in English. So while the Tao Te Ching ranks behind only the Bible as the most widely translated book in the world, it remains one of the least understood."".

""Jonathan Star's Tao Te Ching: The Definitive Edition helps remedy this situation. The distinction of this new edition is that it supplies readers with the first comprehensive verbatim translation, which can be used to explore the multiple meanings contained in the Chinese characters. This unique tool gives readers direct access to the text and a way to understand the different interpretations put forth by modern-day translators.

Perhaps most important, the verbatim translation gives each reader the ability to penetrate the inner meaning of the text and come up with his or her own personal interpretation.""--BOOK JACKET.",openlibrary,https://openlibrary.org/works/OL45499W
7706,It Had To Be You,"Welcome to New York City's Upper East Side, where my friends and I live in luxe Fifth Avenue apartments and attend Manhattan's most exclusive private schools. We're smart, we've inherited classic good looks, we wear fantastic clothes, and we know how to party. We can't help it-we were born this way. 

Our story begins with three inseparable, completely gorgeous fifteen-year-olds, Serena van der Woodsen, Blair Waldorf, and Nate Archibald. Blair's loved Nate and his glittering green eyes since she was in Bonpoint onesies. Too bad Nate wishes Blair's beautiful best friend, Serena, was the one with the crush. And Serena has a secret she's keeping from them both. Hmmm, something tells me these best friends may not be as close as we thought. . . . 

How do I know all this? Because I know everything-and lucky for you, I can't keep a secret. So sit back while I untangle this messy little tale and tell you how it all began. 

Admit it, you're already falling for me. 
You know you love me. 
gossip girl",openlibrary,https://openlibrary.org/works/OL5712529W
9978,The It Girl,"Welcome to New York City's Upper East Side, where my friends and I live in luxe Fifth Avenue apartments and attend Manhattan's most exclusive private schools. We're smart, we've inherited classic good looks, we wear fantastic clothes, and we know how to party. We can't help it-we were born this way. 

Our story begins with three inseparable, completely gorgeous fifteen-year-olds, Serena van der Woodsen, Blair Waldorf, and Nate Archibald. Blair's loved Nate and his glittering green eyes since she was in Bonpoint onesies. Too bad Nate wishes Blair's beautiful best friend, Serena, was the one with the crush. And Serena has a secret she's keeping from them both. Hmmm, something tells me these best friends may not be as close as we thought. . . . 

How do I know all this? Because I know everything-and lucky for you, I can't keep a secret. So sit back while I untangle this messy little tale and tell you how it all began. 

Admit it, you're already falling for me. 
You know you love me. 
gossip girl",openlibrary,https://openlibrary.org/works/OL5712529W
8217,Titans and Olympians: Greek and Roman Myth,Text and illustrations provide an introduction to the myths and legends of the Greeks and Romans.,google_books,http://books.google.nl/books?id=sWbWAAAAMAAJ&dq=intitle:Titans+and+Olympians:+Greek+and+Roman+Myth+inauthor:Tony+Allan&hl=&source=gbs_api
8218,Triumph of the hero: Greek and Roman Myth,Text and illustrations provide an introduction to the myths and legends of the Greeks and Romans.,google_books,http://books.google.nl/books?id=LTYNAQAAMAAJ&dq=intitle:Triumph+of+the+hero:+Greek+and+Roman+Myth+inauthor:Tony+Allan&hl=&source=gbs_api
8866,"Black Bird, Vol. 11","Black Bird is a shōjo manga by Kanoko Sakurakōji, serialized in the magazine Betsucomi from 2007 to 2013, and published in eighteen volumes. The story follows a high school girl with the ability to see supernatural beings. In 2009, it won the Shōgakukan Manga Award in the shōjo category and has been adapted into a drama CD.",llm_grounded_multi,https://fr.wikipedia.org/wiki/Black_Bird
8867,"Black Bird, Vol. 12","Black Bird is a shōjo manga by Kanoko Sakurakōji, serialized in the magazine Betsucomi from 2007 to 2013, and published in eighteen volumes. The story follows a high school girl with the ability to see supernatural beings. In 2009, it won the Shōgakukan Manga Award in the shōjo category and has been adapted into a drama CD.",llm_grounded_multi,https://fr.wikipedia.org/wiki/Black_Bird
8869,"Black Bird, Vol. 14","Black Bird is a shōjo manga by Kanoko Sakurakōji, serialized in the magazine Betsucomi from 2007 to 2013, and published in eighteen volumes. The story follows a high school girl with the ability to see supernatural beings. The manga received the Shōgakukan Manga Award in 2009 and has been adapted into a drama CD.",llm_grounded_multi,https://fr.wikipedia.org/wiki/Black_Bird
8872,"Black Bird, Vol. 17","Black Bird is a shōjo manga by Kanoko Sakurakōji, serialized in the magazine Betsucomi from 2007 to 2013, and published in eighteen volumes. The story follows a high school girl with the ability to see supernatural beings. The manga received the Shōgakukan Manga Award in 2009 and has been adapted into a drama CD.",llm_grounded_multi,https://fr.wikipedia.org/wiki/Black_Bird
10139,Hoop City: Los Angeles,"Welcome to inner city high school basketball, a competitive world of great athletes and dreams of NBA stardom. A world where talent and expectations mix with youth, money, girls, and the distractions of city life, to create an explosive cocktail. After all, the bright lights up ahead can be blinding, and the business of ballin' gets ugly and dirty in a hurry. Six high school hoops teams. Six American cities. Six bumpy roads to the promised land. Hoop City is a six book series from EPIC Press. Some titles may contain explicit content and/or language.",google_books,http://books.google.nl/books?id=mvhZrgEACAAJ&dq=intitle:Hoop+City:+Los+Angeles+inauthor:Sam+Moussavi&hl=&source=gbs_api
10147,Texas Fridays: San Antonio,"In Texas Fridays, six high school football teams are profiled from the perspective of a single player. Each young man struggles in his own way to avoid injuries, deal with personal relationships, and recruiting pressure--all while stepping into the role of the star player. The pomp and pageantry of Texas high school football takes center stage, as six high school athletes from completely different backgrounds chase down their dreams under the Friday night lights.",google_books,http://books.google.nl/books?id=n0pYvgAACAAJ&dq=intitle:Texas+Fridays:+San+Antonio+inauthor:Sam+Moussavi&hl=&source=gbs_api
14420,L’Allemagne attaquera le…,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=G-b5DwAAQBAJ&source=gbs_api
14545,Nations et droit,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=URIOEAAAQBAJ&source=gbs_api
14657,Positions françaises. Chronique de l’année 1939,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=GoWhEAAAQBAJ&source=gbs_api
14704,La révolution est inutile,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=G6kCEAAAQBAJ&source=gbs_api
14741,"Sicile, terre de douleur","Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=6DTDDwAAQBAJ&source=gbs_api
14860,"Français, voici la guerre.","Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=Wsq8DwAAQBAJ&source=gbs_api
14924,La Révolution organisée,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=IkwAEQAAQBAJ&source=gbs_api
15010,"Dantzig, port de Pologne dans le passé et dans le présent.","Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=6JTHDwAAQBAJ&source=gbs_api
15027,La littérature allemande,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=4Y8AEQAAQBAJ&source=gbs_api
15037,La guerre des avant-postes.,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=6-7vDwAAQBAJ&source=gbs_api
15111,Les crises allemandes,"Cet ouvrage est une réédition numérique d’un livre paru au XXe siècle, désormais indisponible dans son format d’origine.",google_books,https://play.google.com/store/books/details?id=zbp7DwAAQBAJ&source=gbs_api
14836,La maison Thüringer,"La mère d'Adrien le fait embaucher chez les frères Max et Bernard Thüringer, grands exportateurs de céréales, à Braïla. Cet épisode de sa vie aborde l'«impitoyable système de travail» en vigueur, et la naissance de syndicats à Braïla. Panaït Istrati (en roumain Panait Istrati), né à Brăila le 10 août 1884 et mort à Bucarest le 16 avril 1935, est un écrivain roumain de langue française, surnommé le « Gorki des Balkans ».",google_books,http://books.google.nl/books?id=F_GyEAAAQBAJ&dq=intitle:La+maison+Th%C3%BCringer+inauthor:Pana%C3%AFt+Istrati&hl=&source=gbs_api
14838,La vie d’Adrien Zograffi.,"La mère d'Adrien le fait embaucher chez les frères Max et Bernard Thüringer, grands exportateurs de céréales, à Braïla. Cet épisode de sa vie aborde l'«impitoyable système de travail» en vigueur, et la naissance de syndicats à Braïla. Panaït Istrati (en roumain Panait Istrati), né à Brăila le 10 août 1884 et mort à Bucarest le 16 avril 1935, est un écrivain roumain de langue française, surnommé le « Gorki des Balkans ».",google_books,http://books.google.nl/books?id=F_GyEAAAQBAJ&dq=intitle:La+vie+d%E2%80%99Adrien+Zograffi.+inauthor:Pana%C3%AFt+Istrati&hl=&source=gbs_api
18245,Rubens: Garden of Love,"Books invites the reader on a journey through the most famous paintings in the history of art. Detailed, informative, and stimulating portraits of the individual artist are documented alongside beautiful glossy illustrations and detailed keys to the paintings.",openlibrary,https://openlibrary.org/works/OL19924827W
18724,Toulouse-Lautrec: At the Moulin Rouge,"Books invites the reader on a journey through the most famous paintings in the history of art. Detailed, informative, and stimulating portraits of the individual artist are documented alongside beautiful glossy illustrations and detailed keys to the paintings.",openlibrary,https://openlibrary.org/works/OL19924828W
